date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zipcode,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?,complaint_id
02/17/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,"I checked my credit tracker and there is a XXXX XXXX account in my name that I do not have 
",Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",PA,150XX,,Consent provided,Web,02/17/2016,Closed with explanation,Yes,No,1790754
04/11/2016,Debt collection,Auto,Taking/threatening an illegal action,Attempted to/Collected exempt funds,,,Ally Financial Inc.,GA,30236,,,Phone,04/13/2016,In progress,Yes,No,1874758
03/31/2016,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,CA,900XX,,,Web,03/31/2016,In progress,Yes,No,1859005
12/17/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"Seterus, Inc.",FL,32250,,Consent not provided,Web,12/18/2015,Closed with explanation,Yes,No,1702759
01/29/2016,Credit card,,APR or interest rate,,,Company chooses not to provide a public response,Wells Fargo & Company,CA,90604,,,Phone,02/01/2016,Closed with explanation,Yes,No,1764611
02/03/2016,Credit card,,Advertising and marketing,,"I signed up for the Chase Southwest Rapid Rewards credit card around XXXX of 2014 with the promotion of XXXX miles and {$200.00} off the flight I was booking when I spent {$500.00} the first three months. I recieved the {$200.00} off and XXXX welcome miles but not the XXXX miles that was advertised. I waited for more than three months but never got my miles that was advertised. I called the company and inquired about the miles. They told me that since it was passed the three months period there was nothing that could be done. They could not even tell me if there was a promotion like the one I saw while booking the plane tickets because they do not keep records of it!! Basically I had no claim of false advertisement by them since I could have imagined the whole promotion. I saw the promotion and that 's why I signed up for it. They are falsely advertising their promotion to get people to sign up. I hope CFBP look into this misleading advertisment by Chase and punish them for taking advantage of their consumers. 
",,JPMorgan Chase & Co.,TX,799XX,,Consent provided,Web,02/03/2016,Closed with explanation,Yes,No,1770904
03/25/2016,Consumer Loan,Title loan,Lender repossessed or sold the vehicle,,,,"Westlake Services, LLC",CA,90057,,,Phone,03/25/2016,Closed with explanation,Yes,Yes,1849827
04/11/2016,Consumer Loan,Pawn loan,Charged fees or interest I didn't expect,,,,"OneMain Financial Holdings, LLC",MN,55437,,,Web,04/12/2016,In progress,Yes,No,1874654
03/20/2016,Credit reporting,,Credit reporting company's investigation,Investigation took too long,,,Equifax,NY,123XX,,,Web,03/22/2016,Closed with explanation,Yes,No,1840931
03/31/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,FL,33837,,,Referral,04/04/2016,Closed with explanation,Yes,No,1859175
04/11/2016,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Equifax,WA,985XX,,,Web,04/13/2016,Closed with explanation,Yes,Yes,1874478
02/04/2016,Consumer Loan,Personal line of credit,Shopping for a line of credit,,,,TD Bank US Holding Company,NJ,08077,Servicemember,,Phone,02/04/2016,Closed with non-monetary relief,Yes,No,1772935
02/11/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",NY,13850,,Consent not provided,Web,02/11/2016,Closed with non-monetary relief,Yes,No,1784945
01/12/2016,Debt collection,Non-federal student loan,False statements or representation,Indicated committed crime not paying,"I 've been paying on this student loan ( private ) that had gone into collections for almost two years. While working with a credit repair agancey they told me that the $ XXXX that I owed and had been paying on was not being reported to my credit report and would remain in collections until I paid in full or settled. Also their interest rate was 4 % on the loan amount per day! so only half of my monthly payment was going toward the loan. I find that it 's totally illegal to hold someone hostage like this with such a huge amount ESPECIALLY when they are paying on time and have been. 
",,AES/PHEAA,CA,921XX,,Consent provided,Web,01/12/2016,Closed with explanation,Yes,No,1738798
03/21/2016,Credit card,,Billing disputes,,,,Discover,FL,34613,,,Web,03/21/2016,Closed with monetary relief,Yes,No,1841764
01/25/2016,Consumer Loan,Vehicle lease,Managing the loan or lease,,,,Toyota Motor Credit Corporation,SC,29152,Servicemember,,Postal mail,03/15/2016,Closed with monetary relief,Yes,No,1756052
03/31/2016,Debt collection,Credit card,Communication tactics,Threatened to take legal action,,,Second Round Limited Partnership,FL,32501,,,Referral,04/04/2016,Closed,Yes,No,1858338
12/15/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,Regions Financial Corporation,FL,33186,,,Referral,02/04/2016,Closed with explanation,Yes,No,1697122
02/01/2016,Bank account or service,Checking account,Deposits and withdrawals,,,Company chooses not to provide a public response,"SunTrust Banks, Inc.",SC,29617,,,Referral,02/03/2016,Closed with monetary relief,Yes,No,1766155
02/16/2016,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",FL,33618,,,Phone,02/17/2016,Closed with explanation,Yes,No,1790216
03/29/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,VA,23223,Servicemember,,Web,03/29/2016,In progress,Yes,No,1854285
04/13/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Transworld Systems Inc.,CA,93446,,,Web,04/13/2016,In progress,Yes,No,1878555
04/07/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"EOS Holdings, Inc.",OH,43220,,,Referral,04/08/2016,Closed with explanation,Yes,No,1868736
01/26/2016,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,"They are calling and harassing me at my work. 
",,"Admin Recovery, LLC",CA,926XX,,Consent provided,Web,02/10/2016,Closed with explanation,Yes,No,1757682
01/28/2016,Credit card,,Other,,,Company chooses not to provide a public response,Bank of America,FL,34429,,Consent not provided,Web,01/28/2016,Closed with explanation,Yes,No,1762398
02/09/2016,Debt collection,Auto,Communication tactics,Threatened to take legal action,,Company chooses not to provide a public response,Summit Financial Corp,AL,36105,,,Phone,02/12/2016,Closed with explanation,Yes,No,1779518
01/27/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,Santander Bank US,CT,06241,Older American,,Referral,02/02/2016,Closed,Yes,No,1761344
01/30/2016,Credit card,,Delinquent account,,"I just received a letter from Fifth Third regarding my credit card account. I am behind on my payments, and they just sent me a letter with a foreclosure threat. Here is the language : "" Because you have not brought your account current, there are a number of options we may take, in accordance with your agreement with Fifth Third Bank. For example, we may revoke your Fifth Third credit cards, or if you have Fifth Third auto or mortgage loans, we may also pursue repossession of your car or foreclosure on your house. '' I do n't have any Fifth Third loans beside my credit card, but this intimidation tactic seems legally suspect to me. 
",,Fifth Third Financial Corporation,SC,296XX,,Consent provided,Web,01/30/2016,Closed with explanation,Yes,No,1765563
04/06/2016,Consumer Loan,Installment loan,Taking out the loan or lease,,,,Santander Consumer USA Holdings Inc,CA,945XX,,,Web,04/08/2016,Closed with explanation,Yes,No,1867793
02/19/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,PNC Bank N.A.,MD,208XX,,Other,Web,02/19/2016,Closed with explanation,Yes,No,1795018
04/11/2016,Credit reporting,,Incorrect information on credit report,Account terms,,,First Data Corporation,CA,900XX,Servicemember,,Web,04/11/2016,Closed with explanation,Yes,No,1873352
03/14/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,CA,94708,Older American,,Referral,03/15/2016,Closed with explanation,Yes,No,1830952
03/31/2016,Bank account or service,Checking account,Problems caused by my funds being low,,,,JPMorgan Chase & Co.,TX,77545,,,Referral,04/01/2016,Closed with explanation,Yes,No,1859759
12/09/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,Bank of America,VA,23701,,Consent not provided,Web,12/09/2015,Closed with explanation,Yes,No,1690130
01/22/2016,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,Speedy Cash Holdings,CA,95608,,Consent not provided,Web,02/11/2016,Closed with explanation,Yes,No,1751340
02/13/2016,Credit reporting,,Incorrect information on credit report,Personal information,"I would like the incorrect name XXXX XXXX XXXX removed from the Equifax report as there has never been such a name used by me. Thank you 
",,Equifax,CA,940XX,,Consent provided,Web,02/13/2016,Closed with explanation,Yes,No,1787015
12/17/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,PHH Mortgage,NY,10017,,Other,Web,02/16/2016,Closed with explanation,Yes,No,1700295
02/08/2016,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"To : OCC From : XXXX XXXX XXXX RE : Short Sale with CitiMortgage Date : XXXX XXXX, XXXX My name is XXXX XXXX XXXX. I am desperate for help, and not sure where to get the help I need. 

In XXXX XXXX, I purchased a home with my mother ( XXXX XXXX XXXX ) as a cosigner. The mortgage company is CitiMortgage ( loan # XXXX ). Doing well the first few years, I struggled in XX/XX/XXXX and then again in XX/XX/XXXX, due to losing my job and health issues. I thought CitiMortgage Loss Mitigation department was helping me, unfortunately the "" re finance '' was more than what I owed on my home, more than what it was worth, and higher monthly payments. 
In XX/XX/XXXX, I had XXXX and was out of work for a while plus IRS placed a tax levy on my payroll. I was having a hard time again with my mortgage payments. I decided to do a short sale, so I would not have a foreclosure. I spoke with a man by the name of XXXX XXXX with CitiMortgage and he told me "" once I had a buyer that CitiMortgage would then work with my realtor ''. 

I then had XXXX XXXX ( XXXX XXXX / short sale specialist ) out to my home and listed my house a short sale. After several offers we had one in XXXX XXXX that was reasonable of XXXX, with earnest money of XXXX down. XXXX XXXX and XXXX XXXX, had the contract with all information needed sent to CitiMortgage. 
It has been a nightmare. After eight months of sending CitiMortgage ( through XXXX XXXX ) all of our bank statements, payroll stubs, hardship letters, my mother 's retirement statements, her bank statements, our XXXX 's and tax records for the last several years. They continue to keep us hanging and waiting for the next step. Every time CitiMortgage wanted more information we would send it. 
Now, CitiMortgage sends us a memo : Good Afternoon XXXX, I trust both you and XXXX are well. This is your regular weekly status update email, in which I regret to report we have crossed the hard stop deadline on liquidation assistance prior to foreclosure ( thanks to the sale date that appeared since your last update, placing the deadline back on XXXX/XXXX/XXXX ). The only options at this stage are to reinstate or payoff the loan ( including legal costs/fees, quotes for which may be obtained directly from XXXX XXXX XXXX XXXX XXXX at XXXX ), or declare other legal debt protection measures. Should I see anything of note this coming week I will contact you as soon as feasibly possible, otherwise you may look forward to your weekly status updates up until XXXX/XXXX/XXXX. Please do not hesitate to jot yourself a note for our regular weekly contact or reply to this email if you have any questions in the interim, and since it 's a new month I would appreciate a quick "" thank you '' to acknowledge receipt of this message. 
Remember, during any point of your treatment review you can reach me at ( XXXX ) XXXX, Ext. XXXX, Monday - Friday XXXX XXXX. - XXXX XXXX. ( CT ), or email me XXXXXXXXXXXX. I look forward to working with you. 
Sincerely, XXXX XXXX XXXX Homeowner Support Specialist ( XXXX ) XXXX, Extension XXXX ( use leading XXXX ). 
CitiMortgage , Inc . 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX, MO XXXX I was shocked. I never knew there was a foreclosure date nor did XXXX XXXX or XXXX XXXX. We did not received weekly status updates from XXXX XXXX. 
Are they doing what the government says "" a lender should provide foreclosure alternatives to us homeowners ''? 

This is unreasonable on CitiMortgage ; selling the home on the door steps of a courthouse may bring XXXX or XXXX XXXX. And they had an offer for XXXX! 
CitiMortgage is not assisting with foreclosure postponement, what are they really doing? We are trying our hardest to do what we can do. However, I could not keep the house any longer. But, I wanted to do what would be best for all, and I feel that Ci 
",Company chooses not to provide a public response,Citibank,GA,301XX,,Consent provided,Web,02/08/2016,Closed with explanation,Yes,No,1778911
04/16/2016,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Equifax,OH,44113,,,Web,04/16/2016,Closed with explanation,Yes,Yes,1883136
08/04/2015,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,Company believes it acted appropriately as authorized by contract or law,"PayPal Holdings, Inc.",NY,11590,,Consent not provided,Web,08/05/2015,Closed with explanation,Yes,No,1502441
04/04/2016,Credit card,,Billing disputes,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,CA,91356,,Consent not provided,Web,04/04/2016,Closed with explanation,Yes,No,1863057
04/01/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,OH,44512,,,Postal mail,04/12/2016,Closed with explanation,Yes,No,1860944
04/06/2016,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,,,JPMorgan Chase & Co.,IL,606XX,,,Web,04/06/2016,Closed with explanation,Yes,No,1865935
02/17/2016,Bank account or service,Checking account,"Making/receiving payments, sending money",,"On XXXX XXXX, 2016, I initiated a "" Send Money '' payment for {$770.00} from my checking account with USAA. The transfer vehicle for this payment was XXXX. The {$770.00} was debited from my account on XXXX XXXX, 2016, but never entered the XXXX system, and was not received by the recipient. Since then, I have contacted USAA multiple times to resolve this issue, and have been met with a refusal to provide any restitution. Additionally, USAA has continually referred me to XXXX to rectify this issue. USAA supplied me with a XXXX transaction ID with which to locate this payment. XXXX has no record of this transaction ID, and has no record of any transactions from my account for that amount using my checking account information. On XXXX XXXX, 2016, I spoke with a member of USAA 's Executive Resolution Team named XXXX, who, after talking directly with XXXX, informed me that USAA would be crediting my account for the entire {$770.00} within XXXX business days. After 8 business days, my account has not been credited. I spoke at length again with XXXX members of USAA 's Executive Resolution Team ( XXXX and XXXX ) on XXXX XXXX, 2016 to try to ascertain the whereabouts of my credit. These individuals informed me that USAA would not be crediting my account ( as previously promised ) and that I would have to take up the issue with XXXX. Although I informed USAA representatives repeatedly that since the transaction does not exist with XXXX there is nothing XXXX can do, they refused to offer me any restitution. 
",Company believes it acted appropriately as authorized by contract or law,USAA Savings,NY,100XX,Servicemember,Consent provided,Web,02/17/2016,Closed with monetary relief,Yes,No,1790591
02/04/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Afni, Inc.",TX,77433,Servicemember,Consent not provided,Web,02/04/2016,Closed with explanation,Yes,No,1771019
01/14/2016,Bank account or service,Checking account,"Account opening, closing, or management",,,,"Citizens Financial Group, Inc.",PA,19150,,,Referral,01/15/2016,Closed with explanation,Yes,No,1741450
01/31/2016,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,MD,20720,,Consent not provided,Web,01/31/2016,Closed with explanation,Yes,No,1765450
02/02/2016,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,"Portfolio Recovery Associates, Inc.",CA,92571,,Consent not provided,Web,02/02/2016,Closed with explanation,Yes,No,1767630
01/22/2016,Credit card,,Identity theft / Fraud / Embezzlement,,,,Capital One,ME,04493,Older American,Consent not provided,Web,01/22/2016,Closed with non-monetary relief,Yes,No,1753824
01/25/2016,Consumer Loan,Installment loan,Taking out the loan or lease,,,,"OneMain Financial Holdings, LLC",CA,95014,,Consent not provided,Web,01/29/2016,Closed with explanation,Yes,No,1757054
01/29/2016,Debt collection,Credit card,Taking/threatening an illegal action,Sued where didn't live/sign for debt,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,"Allgate Financial, LLC",FL,32653,,Consent not provided,Web,01/29/2016,Closed with explanation,Yes,No,1764504
03/29/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,PR,00969,,,Referral,03/31/2016,In progress,Yes,No,1855151
03/31/2016,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,CA,900XX,,,Web,03/31/2016,In progress,Yes,No,1858580
01/22/2016,Consumer Loan,Installment loan,Problems when you are unable to pay,,,,"Brown and Joseph, Ltd",AZ,85076,,Consent not provided,Web,02/01/2016,Closed with explanation,Yes,No,1754583
02/01/2016,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,"I paid via Paypal a friend for a game currency but then I canceled since it went threw as an echeck then the cancellation said it was successful via Paypal but I check my debits card new posted balance and the {$23.00} is deducted which was the amount I canceled via Paypal. 
",,"PayPal Holdings, Inc.",IN,464XX,,Consent provided,Web,02/01/2016,Closed with explanation,Yes,No,1766786
10/28/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,BB&T Financial,VA,23701,,,Referral,10/28/2013,Closed with monetary relief,Yes,Yes,574898
03/14/2016,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Transworld Systems Inc.,DC,20037,"Older American, Servicemember",,Postal mail,03/14/2016,Closed with explanation,Yes,No,1831403
03/25/2016,Student loan,Non-federal student loan,Dealing with my lender or servicer,Received bad information about my loan,,,Discover,NJ,070XX,,,Web,03/25/2016,Closed with explanation,Yes,Yes,1851064
10/07/2015,Mortgage,Other mortgage,Other,,,,Citibank,NY,10927,,,Postal mail,10/09/2015,Closed with explanation,Yes,No,1597381
10/08/2015,Mortgage,Other mortgage,Other,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,NY,10927,,,Referral,10/13/2015,Closed with explanation,Yes,No,1598476
04/07/2016,Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,"I was mislead on all information on the predatory school loans provided by Genesis Lending XXXX. XXXX XXXX XXXX XXXX. XXXX XXXX. 
",Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,ND,588XX,,Consent provided,Web,04/07/2016,Closed with explanation,Yes,No,1869939
04/16/2016,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,CA,914XX,,,Web,04/16/2016,Closed with explanation,Yes,Yes,1882819
01/29/2016,Debt collection,Non-federal student loan,Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,"Coast Professional, Inc.",WI,53001,,,Postal mail,02/01/2016,Closed with explanation,Yes,No,1765405
02/08/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"I was liviing in XXXX NJ and subsequent to becoming XXXX and I had immediately received assistance for my heat ... gas and electricity provided by XXXX . 
In the new year XXXX XXXX, I moved over an hour away and NEVER re received any notice of owing any amount due, HOWEVER. .I did receive a postcard forwarded that stated the fund had unassigned benefit for XXXX only to be paid to the XXXX account for my profile on record. 
I called and explained I had moved and had no bill and of course the credit I had completed a timely request for consideration was approved already and I had no action to take and to my surprise. I received the postcard and apparently the move had me off their system as per XXXX. 
I was advised in I believe XXXX with the organization requesting the information to assist so that they would be able to find me to confirm my status and to receive a 3rd party Attempt to Collect a Debt not owed, is bold at the very least and having not planned the incident that affected many, and needless to say, my personal self, my accustomed income through strong sense of service abd purpose, to add to this, so many negative responses through my credit and almost half either paid, insured or on this case, a serious lack of communication since XXXX was initially bouncing payment back and I handled it and as quickly as that, in turn they, The XXXX Local Branch advisd me of the payments rerouting and paid in full give a few extra dollars, I never heard back to support the actions of Convergent. ( The copy of what I received today is attached in this email. ) Again, unapplied funds in my name under my XXXX acct number for XXXX XXXX in XXXX were rerouted to XXXX XXXX XXXX to 3 yrs now. 

I Thank You in Advance for Your Time and Attention! 

Gratefully, XXXX XXXX XXXX XXXX 
",,"Convergent Resources, Inc.",NJ,078XX,,Consent provided,Web,02/10/2016,Closed with explanation,Yes,No,1776730
02/09/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,"Please see attached letter to Wells Fargo Home Mortgage and documents of proof, copies of MY DEEDS of Full RE-CONVEYANCE, I DO NOT HAVE A MORTGAGE WITH WELLS FARGO. 
Below I will mark making payments because the account number did not exist and when I went to Wells Fargo to make payments, the account did not appear on screen, so the agent would enter my name and take the payment. One day the agent just told me look XXXX XXXX this is not a Wells Fargo Account. Check with them to see why they are sending you statements. I knew I did not have a Mortgage and that my home would not have appraised out for that amount, and if I refinanced XXXX times as they contended, where was the Money? I did not at any time have a Mortgage with Wells Fargo nor did I refinance with Wells Fargo ever. ( See attached proof of deeds of Full Re-Conveyance ) 
",Company chooses not to provide a public response,Wells Fargo & Company,CA,921XX,,Consent provided,Web,02/09/2016,Closed with explanation,Yes,No,1779322
01/25/2016,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,"Central Credit Services is reporting the same debt multiple times on my credit report. I dispute the validity of the debt as they also never had the correct address or phone number until I recently contacted them after viewing my credit report. But without question, they have reported the same debt 3 times on my XXXX Credit Report. 
",Company chooses not to provide a public response,Radius Global Solutions LLC,AZ,852XX,,Consent provided,Web,01/28/2016,Closed with explanation,Yes,No,1756174
01/29/2016,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,Company chooses not to provide a public response,"SunTrust Banks, Inc.",VA,23454,,,Referral,02/02/2016,Closed with monetary relief,Yes,No,1765262
03/31/2016,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,,,"Finance System of Toledo, Inc.",OH,44709,,,Web,03/31/2016,Untimely response,No,No,1859240
01/25/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company believes it acted appropriately as authorized by contract or law,"Aldridge Pite, LLP",CA,91325,,,Referral,02/01/2016,Closed with explanation,Yes,No,1756489
01/27/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt was paid,,Company can't verify or dispute the facts in the complaint,Focus Holding Company,KY,40511,,Consent not provided,Web,01/27/2016,Closed with explanation,No,No,1760293
04/04/2016,Money transfers,International money transfer,Money was not available when promised,,,,MoneyGram,MO,65667,,,Phone,04/04/2016,Closed with explanation,Yes,No,1863719
03/31/2016,Debt collection,Credit card,Taking/threatening an illegal action,Seized/Attempted to seize property,"I was 6 months late with XXXX Wells Fargo credit cards. I was contacted once from Wells Fargo in regards to payment due. I was taking care of my XXXX father and neglected those cards.He passed and now I 'm being threatened to be sued by a law firm. I have made 2 payments, 2 months in a row on both of my credit accounts online. These accounts are still open, but I 'm being sued? Law firm says they will put a lean on my home too, but that I can pay them directly and they pay Wells Fargo? I 'm trying to catch up on my accounts to avoid suit. Can they sue me while Wells Fargo still accepts my payments online with what seems to be an open account? 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Wells Fargo & Company,CA,923XX,,Consent provided,Web,04/04/2016,Closed with explanation,Yes,No,1858208
02/11/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",MN,55733,,Consent not provided,Web,02/11/2016,Closed with explanation,Yes,No,1783029
02/10/2016,Debt collection,Auto,Communication tactics,Threatened to take legal action,"I just received a phone call from a woman who claims to be a representative from Santander Consumer in reference to a loan where the property was repossessed and re-sold to another party. The caller told me that they could cut me a "" side deal '' to where I would only pay half of the debt owed and the other party would be responsible for what was left. When I refused and stated to her that the whole thing do not sound right she ( the representative ) began going into a tirade about how she 's going to offer the other person the deal if I did n't take it and that she was going to put the debt into collections and ruin my credit. She also stated that the company would attempt to take me to court for the balance due. This company first contacted me back in XXXX and I expressed to them then to no longer call me and to deal with the former owner of the vehicle. They called a few times in XXXX and instead of leaving messages they just hung up. They would also hang up when I answered. They stopped for a while and had started back calling in XXXX XXXX. When I would answer they would hang up. They would not leave a voicemail when I did n't answer. Today on XXXX XXXX XXXX at XXXX Arizona time, XXXX XXXX time ( where I currently reside ) they called me and I answered the phone and that 's when the woman on the other end began to harass me. The number where the calls are originating from is XXXX 
",,Santander Consumer USA Holdings Inc,AE,090XX,Servicemember,Consent provided,Web,02/10/2016,Closed with explanation,Yes,No,1781287
12/21/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,Alorica Inc.,TX,78207,,,Referral,12/23/2015,Closed with non-monetary relief,No,No,1709944
02/02/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Company believes it acted appropriately as authorized by contract or law,TCF National Bank,NM,87107,,,Referral,02/04/2016,Closed with explanation,Yes,No,1768512
02/06/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"Ditech collects escrow monthly ( {$240.00} ) as part of my mortgage. On XXXX XXXX, 2016 I received a letter from my county stating I was deliquent in paying my taxes. I immediately called Ditech and their process for verifying that they in fact collect money for an escrow account was obsurd. They said to verify this it would take 14 business days and they would need to submit and review this by "" research ''. Fast forward a week, and quite a few phone calls on my part, there was a resolution. The would in fact lay my {$2400.00} tax bill from my escrow account and they would charge me {$66.00} in interest because I was not an escrow consumer and, as per my request on XXXX XXXX, became XXXX. This is untrue. They have collected escrow since I bought my home in XXXX. These people are liars, sneaks, and impossible to deal with. They sent the issue back to "" research ''. 
",Company believes complaint is the result of an isolated error,Ditech Financial LLC,NC,276XX,,Consent provided,Web,02/06/2016,Closed with non-monetary relief,Yes,No,1776308
03/24/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing LLC,OH,43054,,Consent not provided,Web,03/24/2016,Closed with explanation,Yes,Yes,1846667
04/11/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,"I received a letter from I.C. Systems on XXXX/XXXX/16. My bankruptcy was filed on XX/XX/2016 and discharged on XX/XX/2016. I called spoke with Rep at I.C. made them aware of the bankruptcy provide attorney name and number. Fast forward to XXXX/XXXX/16 I was preapproved for an XXXX from XXXX XXXX XXXX was due to pickup on XX/XX/XXXX. On that morning I received a credit update from XXXX XXXX making me aware my score had dropped by over XXXX points. It was I.C. Systems and XXXX XXXX XXXX. I called the company to see why this happened and although my account notes notated that I called to report the bankruptcy. They proceeded to attempt to collect the debt anyway. I lost the vehicle due to the damage done to my credit report. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"I.C. System, Inc.",,,,Consent provided,Web,04/11/2016,Closed with explanation,Yes,Yes,1872917
04/14/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,FL,32442,,,Phone,04/14/2016,Closed with non-monetary relief,Yes,No,1881007
04/14/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",TX,79414,,Consent not provided,Web,04/14/2016,Closed with explanation,Yes,No,1880639
01/31/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"Hi, my name is XXXX XXXX and I reside at XXXX XXXX XXXX in XXXX, New Jersey XXXX. I have a mortgage with Wells Fargo Home Mortgage and I am trying to receive a loan modification on my mortgage. Wells Fargo is violating the law by not modifying my mortgage and I submitted twice for modification and they have refused like they continue doing with majority of people. They have my property schedule on XXXX XXXX, 2016 for Sheriff Foreclosure Sale. I need your help in this matter and thank you for your cooperation. 
",Company chooses not to provide a public response,Wells Fargo & Company,NJ,075XX,,Consent provided,Web,01/31/2016,Closed with explanation,Yes,No,1766007
